0,1,2
2020-04-07 23:41:31+00:00,"Covid-19 in India: Rahul Gandhi mocks PM Modi, says ‘making people clap, shining torches in sky won’t solve problem’ https://timesofindia.indiatimes.com/videos/news/covid-19-in-india-rahul-gandhi-mocks-pm-modi-says-making-people-clap-shining-torches-in-sky-wont-solve-problem/videoshow/74984119.cms Did Rahun obey PMs instructions on 5 th night ?",Surendra___S
2020-04-07 23:41:11+00:00,"Mundo | Llaman ""Corona"" y ""Covid"" a gemelos que nacieron en la India durante cuarentena ",LoDeLaRed
2020-04-07 23:40:55+00:00,Covid-19: Here is what India needs to do now - analysis - Hindustan Times ,pvmarquez1956
2020-04-07 23:40:36+00:00,"As you may be aware there is complete lockdown in India to avoid spread of COVID-19, there is no plan/directions for any commercial/special flights for the time being.",IndiainNZ
2020-04-07 23:40:08+00:00,"Llaman ""Corona"" y ""Covid"" a gemelos que nacieron en la India durante cuarentena https://bit.ly/2UP4wFk",info7mty
2020-04-07 23:39:46+00:00," ​​​​​ ​​​​​ ​​​​​ ​​​​​ ​​​​​ ​​​​​ COVID-19 INDIAas on : 07 April 2020, 18:00 GMT+5:30 #coronaupdatesindia #coronavirusindia #COVID2019 #Covid19India #lockdownindia #StayHome #StaySafe #StayHomeIndia #India #IndiaVsCorona #Salute #IndiaFightsCorona #StaySafeStayHealthy",MyZakirKhan
2020-04-07 23:39:05+00:00,"China, Russia. Maybe Brazil and India who don't seem to have many Covid 19 testing kits.",apayem
2020-04-07 23:38:50+00:00,Unemployment on a steep curve in India. Early estimates from CMIE indicate that at least 50 million Indians may have lost jobs in the last two weeks. #COVID impact.,srijanpalsingh
2020-04-07 23:38:22+00:00,En India nacieron unos gemelos y los padres le pusieron Corona y Covid Que se dediquen a hacer tik tok mejor,santigra12
2020-04-07 23:37:50+00:00,"News: Ensure Rogue COVID-19 Posts Don’t Go Viral: India Tells Facebook, TikTok https://rokzfast.com/2020/04/07/news-ensure-rogue-covid-19-posts-dont-go-viral-india-tells-facebook-tiktok-40131/",7TheHealth
2020-04-07 23:36:33+00:00,"पहले पत्थर और बम फेंकते थे, अब कोरोना बांट रहे हैं.. "" रिश्ता वही सोच नई ""..!!! #Covid19India #covidindia #Jamat #TablighiJamaat #TablighiJamatVirus",sujiwala
2020-04-07 23:36:25+00:00,"Garba, rap, retro: How cops innovate in Battle Covid | India News ",IndianNewsBuzz
2020-04-07 23:35:32+00:00,Covid-19: Ordinance promulgated to reduce salaries of MPs by 30% | India News – Times of India https://www.nsservices.in/covid-19-ordinance-promulgated-to-reduce-salaries-of-mps-by-30-india-news-times-of-india/,services_ns
2020-04-07 23:35:12+00:00,"Union AYUSH Minister Shripad Naik Says, India Will Soon Cure COVID-19 Patients With Ayurvedic Treatment https://srkarinaukri.com/wp/union-ayush-minister-shripad-naik-says-india-will-soon-cure-covid-19-patients-with-ayurvedic-treatment/",SirajKh52698624
2020-04-07 23:35:11+00:00,"Ensure Rogue COVID-19 Posts Don’t Go Viral: India Tells Facebook, TikTok http://scooplive.org/ensure-rogue-covid-19-posts-dont-go-viral-india-tells-facebook-tiktok/",ScoopliveUpdate
2020-04-07 23:35:04+00:00,Covid-19: Ordinance promulgated to reduce salaries of MPs by 30% | India News – Times of India https://khabarbazi.com/covid-19-ordinance-promulgated-to-reduce-salaries-of-mps-by-30-india-news-times-of-india/,imGauravPandit
2020-04-07 23:34:52+00:00,Covid-19: Ordinance promulgated to reduce salaries of MPs by 30% | India News – Times of India https://trendinindia.in/covid-19-ordinance-promulgated-to-reduce-salaries-of-mps-by-30-india-news-times-of-india/,ApnaSmartphone
2020-04-07 23:33:32+00:00,Fighting Stigma : Trials of drugs to prevent coronavirus infection begin in health care workers: India recommends hydroxychloroquine for health care workers at risk of COVID-19. Sanchit Khanna/Hindustan Times/Getty Images. Trials of drugs to ... http://dlvr.it/RTMd6Q,PairsonnalitesU
2020-04-07 23:33:32+00:00,"Fighting Stigma : We Asked Millennials Their Views On India's Healthcare In The Wake Of COVID-19: The World Health Organisation (WHO) has called India's response to the COVID-19 pandemic “robust”, and expressed faith in the country's ability to ... http://dlvr.it/RTMd65",PairsonnalitesU
2020-04-07 23:33:32+00:00,Fighting Stigma : COVID-19 highlights nurses' vulnerability as backbone to health services worldwide: A woman in India visits clinic for a medical examination. http://dlvr.it/RTMd3j,PairsonnalitesU
2020-04-07 23:33:21+00:00,The impact of Covid-19 on India https://www.ft.com/content/db36991b-572c-3f1a-ae73-25078b512499#post-45632 via @financialtimes,lex1367
2020-04-07 23:33:08+00:00,India agreed to @realDonaldTrump request for malaria drug HCQ for #Covid-19 patients in US and to keep #Gawmutra for his folks in India. #CoronavirusUSA #ModiMadeDisaster #ModiKiPhatee #IndiaTv_Against_Muslims,Mirkoore1
2020-04-07 23:32:27+00:00," India Notes: Heavily Locked-down, Unreliable Data, Poverty : 10 733 : 62 731,259,210 10,237,629 x2: 2.7 Every Life Counts, Pls #StayAtHome : https://corona-scanner.com/country/india 08/04 #CovidIndia 3/3 ",neilellis
2020-04-07 23:32:26+00:00," India: VERY FAST but improving rapidly, contagion. Est. 0.00% of pop. infected. Danger of uncontrolled growth. Proj. death toll 10,237,629 after 62 days. 08/04 Covid 1/3",neilellis
2020-04-07 23:31:33+00:00,"Tomando todos los resguardos por #Covid_19, inspectores de @sagchile oficina #Angol certifican la exportación de manzanas a #India desde la provincia de #Malleco.",sagchile
2020-04-07 23:31:11+00:00,Nombran ‘Covid’ y ‘Corona’ a gemelos nacidos durante confinamiento en India https://www.michellerivera.com.mx/2020/04/07/nombran-covid-y-corona-a-gemelos-nacidos-durante-confinamiento-en-india/,MRDigitalmx
2020-04-07 23:31:05+00:00,INDIA - New scare tactics to warn people off the streets and stay indoors amidst the coronavirus pandemic has been implemented by a policeman in India. The country has reportedly been placed on a 21-day lockdown to avoid the spread of coronavirus. #COVID https://bit.ly/3dZm1dB,faceofmalawi
2020-04-07 23:30:47+00:00,"Ensure Rogue COVID-19 Posts Don’t Go Viral: India Tells Facebook, TikTok https://toptrending2020.com/ensure-rogue-covid-19-posts-dont-go-viral-india-tells-facebook-tiktok/",trending2020
2020-04-07 23:30:35+00:00,INDIA - New scare tactics to warn people off the streets and stay indoors amidst the coronavirus pandemic has been implemented by a policeman in India. The country has reportedly been placed on a 21-day lockdown to avoid the spread of coronavirus. #COVID https://bit.ly/3dZm1dB,ThisIsMalawi
2020-04-07 23:30:31+00:00,COVID-19 outbreak spells chance for India to become manufacturing alternative to China ,ZDNet
2020-04-07 23:30:19+00:00,"In 24 hours, 8 deaths reported in India, COVID-19 cases rise to 4,421 with 354 new cases; govt says cluster containment showing positive results http://www.nijjam.com/coronavirus-outbreak-in-24-hours-8-deaths-reported-in-india-covid-19-cases-rise-to-4421-with-354-new-cases-govt-says-cluster-containment-showing-positive-results-8236861-html/",nijjam15
2020-04-07 23:30:00+00:00,"Police in Surat, India are taking a unique approach to remind people to stay inside and maintain social distance during the COVID-19 pandemic. Take a look. ",CBS21NEWS
2020-04-07 23:29:25+00:00,"India registers 13 deaths, over 500 COVID-19 cases in 24 hours as total infections surge to 4,789; cluster containment working, says health ministry – Firstpost ",TodaysNews24x7
2020-04-07 23:27:32+00:00,"So, this is more likely a situation of ""aage kua.. peeche khayi..."" I accept that these drugs should be made available for our countrymen first but good relations with country like US is also necessary for India... And moreover it is not a vaccine to COVID-19.",UmakantKhedkar1
2020-04-07 23:25:36+00:00,"This is an important message for all our visitors from abroad who are stranded here in India today due to the COVID-19 crisis. In this situation, please do not worry; The Ministry of Tourism, India is with you. Please visit our website for more details. http://strandedinindia.com",IndiaTourismUK
2020-04-07 23:25:25+00:00,It’s beautiful to feel what she felt while writing this piece with such grace and clarity. I wish if we all collectively looked at nature through this lens. #covidindia #lettherebebalance #nature,fewtastymorsels
2020-04-07 23:25:04+00:00,Suggestion - INDIA should make a team of BEST BIOLOGIST &amp; BEST SCIENTIST to create antidode for COVID 19 as soon as possible,Pvz26322045
2020-04-07 23:24:24+00:00,"Ensure Rogue COVID-19 Posts Don't Go Viral: India Tells Facebook, TikTok ",rwac48
2020-04-07 23:24:24+00:00,Mahesh Babu tells fans that ‘fake news is a real issue’ as India fights COVID-19 https://tellyradar.com/mahesh-babu-tells-fans-that-fake-news-is-a-real-issue-as-india-fights-covid-19/,TellyRadar
2020-04-07 23:23:12+00:00,What India did -- and what it didn't -- in Covid-19 battle https://www.indiatoday.in/news-analysis/story/what-india-did-and-what-it-didn-t-in-covid-19-battle-1663064-2020-04-03 via @indiatoday,Mudhooks
2020-04-07 23:23:07+00:00,"I dose out hydroxychloroquine to a person under my care but its not for covid-19. On the news, India is increasing exports of this drug to America under duress by trump threatening trade. I wonder if he or his mates have shares? hmm ",Alexand27506822
2020-04-07 23:23:04+00:00,Did @realDonaldTrump @POTUS threaten India &amp; @narendramodi @PMOIndia with retaliation if India prevents export of hydroxychloroquine to treat Covid-19 &amp; did India bow to the threat? Judge for yourself! @StateDept @BorisJohnson,SikhFedUK
2020-04-07 23:21:27+00:00,"घर से बाहर न निकलकर, ख़ुद पर बरतोगे जब सकती, विश्वास करिये आज के इस #Corona #महामारी के वातावरण में, नहीं है इससे बड़ी कोई #देशभक्ति ।। @narendramodi #GharParRahen #stayhome #StayHomeStaySafe #StayAwareStaySafe #covidindia #COVID2019india #Covid_19india #CoronaInMaharashtra",bhaktriot
2020-04-07 23:20:10+00:00,बिन लक्षण कैसे पहचाने कोरोना तब्लीगी जमात के लोग क्यों कर रहे हैं बदसलूकी! तंबाकू कोरोना को हारने नहीं देगा! क्या 14 के बाद भी बढ़ेगा लॉकडाउन ? सुबह 6 बजे से लगातार @ABPNews पर #नमस्तेभारत में #coronaupdatesindia #lockdownextension #covidindia #TableeghiJamaat #सच्चाईकासेंसेक्स,Kumkum26
2020-04-07 23:19:37+00:00,"US President Donald Trump has said the US could ""retaliate"" if India does not release stocks of a drug he has called a ""game-changer"" in the fight against Covid-19. Does @realDonaldTrump knows how to ask for something?",sato_crypto
2020-04-07 23:19:04+00:00,#Covid_19india latest Best CM of India is at the top of list and still going strong ,Bharatvarsha2
2020-04-07 23:18:52+00:00,"Union AYUSH Minister Shripad Naik Says, India Will Soon Cure COVID-19 Patients With Ayurvedic Treatment ",GoNewsIndia1
2020-04-07 23:18:34+00:00,Covid-19: India allows drug exports http://dlvr.it/RTMbkZ,ZyiteGadgets
2020-04-07 23:18:08+00:00,"Ensure Rogue COVID-19 Posts Don’t Go Viral: India Tells Facebook, TikTok https://wordbeyond.com/2020/04/07/ensure-rogue-covid-19-posts-dont-go-viral-india-tells-facebook-tiktok/",word_beyond
2020-04-07 23:18:01+00:00,"In Pics | In Wuhan, lockdown lifted partially but residents asked to stay home fearing return of COVID-19 - http://Moneycontrol.com https://www.moneycontrol.com/news/world/in-pics-in-chinas-wuhan-lockdown-lifted-partially-but-residents-asked-to-stay-home-fearing-return-of-covid-19-5108231.html #IN #India #covid19 #coronavirus",Covid19Datalive
2020-04-07 23:16:32+00:00,"UN Human Rights chief criticises India’s quarantine measures: United Nations: While India is fighting to stop the spread of Covid-19, UN High Commissioner for Human Rights, Michele Bachelet, on Thursday… http://dlvr.it/RTMbTv #Covid19 #Featured #Health #India #NEWS",Weeklyvoice
2020-04-07 23:16:24+00:00,"Seriously Tabhlighi incident which related Covid+ spike in India already resulted GRAVE economic loss situation that will remain for longtime due to lockdown extension in addition to pressure on health sector and risking life of Doctor, HCWs and their Families.SupportModiji ",Nishant67107344
2020-04-07 23:14:31+00:00,"Ensure Rogue COVID-19 Posts Don't Go Viral: India Tells Facebook, TikTok https://newshunt365.com/ensure-rogue-covid-19-posts-dont-go-viral-india-tells-facebook-tiktok/?feed_id=7792&amp;_unique_id=5e8d0957938fc",NewsHunt365
2020-04-07 23:14:08+00:00,"#IndiaFightsCorona Led by PM Modi, India is battling COVID-19 with all its might. India’s response mechanisms are being closely watched over and appreciated by the rest of the world. #Nightingale #vkb_in",VKB_IN
2020-04-07 23:14:00+00:00,so we're now... threatening India over a drug that isn't even proven to do anything for COVID-19,shulamithbond
2020-04-07 23:13:36+00:00,"Ensure Rogue COVID-19 Posts Don’t Go Viral: India Tells Facebook, TikTok http://yourbestlines.com/2020/04/07/ensure-rogue-covid-19-posts-dont-go-viral-india-tells-facebook-tiktok/",ybl_news
2020-04-07 23:13:35+00:00,How much money is trump making by promoting this unproven drug. India just dealt a massive blow to Trump’s promotion of unproven COVID-19 drug ,CLVPSN
2020-04-07 23:13:28+00:00,"Covid-19: India Recommends Hydroxychloroquine As Prophylaxis For Healthcare Providers, Patient Family Members https://swarajyamag.com/insta/covid-19-india-recommends-hydroxychloroquine-as-prophylaxis-for-healthcare-providers-patient-family-members via @swarajyamag",xelelete
2020-04-07 23:13:00+00:00,"Detroit rep says hydroxychloroquine, Trump helped save her life amid COVID-19 fight https://www.freep.com/story/news/local/michigan/detroit/2020/04/06/democrat-karen-whitsett-coronavirus-hydroxychloroquine-trump/2955430001/ via @freep It's saving lives all over the world, a go to therapeutic in many countries (Spain, India, China, France, the U.S., etc.) Let the Doctors do their jobs.",Will_Jones_mba1
2020-04-07 23:12:13+00:00,"Seriously Tabhlighi incident which related Covid+ spike in India already resulted GRAVE economic loss situation that will remain for longtime due to lockdown extension in addition to pressure on health sector and risking life of Doctor, HCWs and their Families.SupportModiji ",Nishant67107344
2020-04-07 23:11:37+00:00,"India must follow Felhi, Rajasthan and Kerela model along with Maharashtra! Gujarat model can take all BJP ministers, we don’t mind. ""COVID-19 Cases Have Come Down Due To Lockdown: Delhi Minister Satyendar Jain. ",SirCasstic
2020-04-07 23:11:13+00:00,"Seriously Tabhlighi incident which related Covid+ spike in India already resulted GRAVE economic loss situation that will remain for longtime due to lockdown extension in addition to pressure on health sector and risking life of Doctor, HCWs and their Families.SupportModiji ",Nishant67107344
2020-04-07 23:11:10+00:00,"'It’s been an absolute nightmare': Canadian family pays $6,000 to come home from India amid COVID-19 pandemic ",mungau
2020-04-07 23:10:59+00:00,India’s efforts to combat COVID-19 have been lauded globally: PM Modi https://www.thehindu.com/news/national/indias-efforts-to-combat-covid-19-has-been-lauded-globally-pm-modi/article31268138.ece #Nightingale #vkb_in,VKB_IN
2020-04-07 23:10:23+00:00,Nombran ‘Covid’ y ‘Corona’ a gemelos nacidos durante confinamiento en #India https://reportedirecto.mx/el-mundo/nombran-covid-y-corona-a-gemelos-nacidos-durante-confinamiento-en-india/,ReporteDirecto
2020-04-07 23:09:10+00:00,"Ensure Rogue COVID-19 Posts Don’t Go Viral: India Tells Facebook, TikTok http://e-newsday.in/ensure-rogue-covid-19-posts-dont-go-viral-india-tells-facebook-tiktok/",manishvr0
2020-04-07 23:07:13+00:00,"Traducción: “Mexico es, después de la India el país que menos pruebas de COVID-19 hace en su población” a eso se refería @lopezobrador_",SanzMx
2020-04-07 23:07:13+00:00,"Ensure Rogue COVID-19 Posts Don’t Go Viral: India Tells Facebook, TikTok http://www.cleverskull.com/ensure-rogue-covid-19-posts-dont-go-viral-india-tells-facebook-tiktok/",SkullClever
2020-04-07 23:07:12+00:00,"Ensure Rogue COVID-19 Posts Don’t Go Viral: India Tells Facebook, TikTok https://www.technews360.in/ensure-rogue-covid-19-posts-dont-go-viral-india-tells-facebook-tiktok/",technews3601
2020-04-07 23:07:11+00:00,Coronavirus in India: Mumbai’s E ward becomes a concern with 83 Covid-19 cases ,nimo_news
2020-04-07 23:06:55+00:00,"Ensure Rogue COVID-19 Posts Don’t Go Viral: India Tells Facebook, TikTok: कोरोनावायरस… ",JobsVacancyIN
2020-04-07 23:06:45+00:00,फ़क़ीर को ख़ैरात भी देते हैं तो अख़बार में तस्वीर देते हैं #Lockdown21 #covidindia #कोरोनावायरस मेरे शहर में कुछ ऐंसे भी अमीर रहते हैं,suryabhan_jamui
2020-04-07 23:06:06+00:00,Coronavirus India Death Toll | Novel Coronavirus Cases Deaths in Mumbai Pune Delhi Haryana Odisha Madhya Pradesh Uttar Pradesh Indore Today Latest Update: Corona Virus (COVID 19) India Death Toll Day Wise Details and Information | 24 घंटे के अंदर 22… http://thepoolbattle.com/coronavirus-india-death-toll-novel-coronavirus-cases-deaths-in-mumbai-pune-delhi-haryana-odisha-madhya-pradesh-uttar-pradesh-indore-today-latest-update-corona-virus-covid-19-india-death-toll-day/,TheBattlePool
2020-04-07 23:06:05+00:00,"Ensure Rogue COVID-19 Posts Don’t Go Viral: India Tells Facebook, TikTok https://jobsvacancy.in/ensure-rogue-covid-19-posts-dont-go-viral-india-tells-facebook-tiktok/",newsgang2
2020-04-07 23:05:40+00:00,I'd been seeing things making the rounds about hydroxychloroquinine being used in China and India as a COVID-19 treatment for about a week before that French study hit the news. I'm sure doctors did too.,KEBrightbill
2020-04-07 23:04:24+00:00,Covid-19 throws a wrench into India’s disinvestment plans https://www.tradingpublicschool.co.in/2020/04/08/covid-19-throws-a-wrench-into-indias-disinvestment-plans/,public_trading
2020-04-07 23:04:23+00:00,"Ensure Rogue COVID-19 Posts Don’t Go Viral: India Tells Facebook, TikTok https://srkarinaukri.com/wp/ensure-rogue-covid-19-posts-dont-go-viral-india-tells-facebook-tiktok/",SirajKh52698624
2020-04-07 23:03:35+00:00,front line medical staff in India are taking it to prevent infection from Covid,warrenyuill1
2020-04-07 23:03:34+00:00,"Ensure Rogue COVID-19 Posts Don't Go Viral: India Tells Facebook, TikTok http://dlvr.it/RTMZ6p",ZyiteGadgets
2020-04-07 23:03:26+00:00,"Ensure Rogue COVID-19 Posts Don’t Go Viral: India Tells Facebook, TikTok https://newseverything.in/ensure-rogue-covid-19-posts-dont-go-viral-india-tells-facebook-tiktok/",NewsEverything_
2020-04-07 23:03:22+00:00,"India registers 13 deaths, over 500 COVID-19 cases in 24 hours as total infections surge to 4,789; cluster containment working, says health ministry – Firstpost ",abhikhabartak
2020-04-07 23:02:04+00:00,"This World Health Day, ACS applauds our medical Heroes fighting hard on the frontlines of the global COVID-19 outbreak. Our heartfelt, personal notes can work as a therapy for them to overcome fatigue and workplace safety concerns.#WHO#WorldHealthDay2020 #SupportNursesAndMidwives",india_acs
2020-04-07 23:01:38+00:00,"Well, at least, they have a sense of humor. #coronavirus #COVID19 #coronacops #Covid_19 #India #NavajoNation",Collestipher
2020-04-07 23:01:09+00:00,VIDEO: India drops export ban on drug being tested for COVID-19 after Trump comments http://dmlnewsapp.com/video-india-drops-export-ban-drug-tested-covid-19-trump-comments,virgo6776
2020-04-07 23:00:49+00:00,Just for your info: India was having the highest unemployment rate in 45 yrs. even before Andh Bhakts like you started giving excuse of COVID. Don't deny the fact that unemployment was already there before Covid broke out....,LiesBuster666
2020-04-07 23:00:24+00:00,Lights Out: Millions of candles ignite across India as show of solidarity to beat COVID-19 darkness https://www.dnaindia.com/india/photo-gallery-lights-out-millions-of-candles-ignite-across-india-as-show-of-solidarity-to-beat-covid-19-darkness-2819825 via NaMo App,gsrsanthigiri
2020-04-07 23:00:03+00:00,Latest: Buildings lit up across India to salute COVID-19 fighters http://watsupasia.com/news/buildings-lit-up-across-india-to-salute-covid-19-fighters/,watsupasia
2020-04-07 22:59:46+00:00,There are many Fake stories aggressively spread on social media by #Modi led #BJP IT cell on #Covid_19 pandemic Modi Govt allowed tacitly this to flourish &amp; spread. Never believe in this #RSS story. #RSS is a armed private militant Org. readied 4 violence and bloodshed in India ,Khan_hits
2020-04-07 22:59:40+00:00,"Gwalior News In Hindi : Apna’s bones are also imprisoned in Muktidham’s locker, Pindadan is not making pandas for fear of FIR Coronavirus in India, MP Coronavirus Cases, Virus Cases in MP, COVID-19 Cases, Corona Virus Cases in Bhopal, Coronavirus Update… http://thepoolbattle.com/gwalior-news-in-hindi-apnas-bones-are-also-imprisoned-in-muktidhams-locker-pindadan-is-not-making-pandas-for-fear-of-fir-coronavirus-in-india-mp-coronavirus-cases-virus-cases-in-mp-covid-19-ca/",TheBattlePool
2020-04-07 22:59:12+00:00,India’s efforts to combat COVID-19 have been lauded globally: PM Modi https://www.thehindu.com/news/national/indias-efforts-to-combat-covid-19-has-been-lauded-globally-pm-modi/article31268138.ece via NaMo App,gsrsanthigiri
2020-04-07 22:58:28+00:00,India mai hi kyun ho raha hai yeh religious game. 200 countries are face covid 19 virus. Sab jagah jamati phela rahe h yeh virus. China se bhi kya Muslim leker aye hai. Media chor or dogli ho gayee h ho zaher ghol rahe h. Or Indian mijority andhi ho rahi hai.,NaseerSufiyan
2020-04-07 22:58:02+00:00,"PM Modi calls up Swedish Prime Minister, Kings of Bahrain and Oman to further cooperation against COVID-19 - All India Radio ",RSS_Bahrain
2020-04-07 22:57:51+00:00,"Arundhati Roy. FT Weekend 4/5th April, 2020. Here she looks at how coronavirus is diving India—and what the country should do next. ""Covid-19 offers us a chance to rethink the doomsday machine we have built for ourselves.""",HannahA74485002
2020-04-07 22:57:45+00:00,Coronavirus in India: 14-month-old dies of Covid-19 in Gujarat’s Jamnagar https://www.onfii.com/coronavirus-in-india-14-month-old-dies-of-covid-19-in-gujarats-jamnagar/,dreamideaz
